Codigo,Descripcion,Familia,Stock
121Z6525-TIENDA,ZEN PATE TERNERA&PAVO 400 GR.,DAPAC SUPER PREMIUM ZEN,-2
122DAK73NS08,"LOW ZEN MINI ADU SALMON 8 ""46,90",DAPAC SUPER PREMIUM LOW ZEN,24
122M-J02,MUESTRA ZEN LOW MINI ADU 200gr.,DAPAC SUPER PREMIUM LOW ZEN,46
123DAL41LA03C,"FRESH LAMB MEDITER. 3 KG ""15,90",DAPAC PREMIUM FRESH,27
123DAL41LA14C,"FRESH LAMB MEDITER. 14 KG ""47,90",DAPAC PREMIUM FRESH,26
125DAM38NA15,""" NEW "" ANC MINI 15 KG.",DAPAC PREMIUM ANC NEW,112
126252582,CAT ONE BUEY LATA 400 G (1 CAJA),DAPAC HUMEDO LATAS-SALCHICHA,48
126252599,CAT ONE POLLO LATA 400 G (1 CAJA,DAPAC HUMEDO LATAS-SALCHICHA,71
126252605,CAT ONE ATUN LATA 400 G (1 CAJA),DAPAC HUMEDO LATAS-SALCHICHA,61
12912131015-TIEN,GOURM GOLD DOBLE PESC-ESP 85 (1),NESTLE,-24
12912480188-TIEN,FELIX SENSA SALM-GAMB-T 4*85 (1,NESTLE,9
A11020109,ANILLA DE COLGAR,ARPPE,11
AG10200159,AGV DAPAC TACOS UNICO GS 25 KG,AGROVECO,90
AG10300060,AGV NUTRIFEED OVEJAS L-172,AGROVECO,26
DOG0303,CUNA PREMIUM PANA MARRON 55 CM.,PERIS TEXTIL,9
FOP20070070,& JAULA HAMSTER BERNIE,ACCESORIOS DAPAC,5
FOP20790011,& JAULA HAMSTER ZOE BLANCA 45,ACCESORIOS DAPAC,2
FOP25410070,"& CASETA ASEO BUFFY 54x38,5x38",ACCESORIOS DAPAC,23
FOP25920070,"& COMEDERO ENJOY N§.2 0,38 L",ACCESORIOS DAPAC,26
HENO05,SHAMBI HENO MANZANA 500+200 GR,ROEDOR,66
M47008155,"FELINE DERMATOSIS 1,5 KG z/d",MONGE,3
M47008168,"FELINE HEPATIC 1,5 KG (l/d)",MONGE,5
P0221,ARENA CRISTAL PISCINA  20K,PISCINAS,6
P1130240060,TAMAR INCREMENTADOR PH GRANO 6KG,TAMAR PISCINAS,8
P1160492000,TAMAR LIMPIAFONDOS/BARRERA VENT,TAMAR PISCINAS,11
P1230270050,REDUCTOR TAMAR PH LIQUIDO 5 L.,TAMAR PISCINAS,9
PA100,PASTOR ZAKO-ZERO C/PILA 365 Wh.,CABALLOS ACCESORIOS,2
PA179,PASTOR ZAR-30 A RED 220V.,CABALLOS ACCESORIOS,1
PA406100,AISLADOR Z-3      1- unidad,CABALLOS ACCESORIOS,50
PA410050,AISLADOR Z-9 CUBO 1-unidad,CABALLOS ACCESORIOS,0
PR15CAMF50,CARBON PARA MAGIC FILTER 50,PECES,6
PR15DF048, ESPONJA FILTRO DF400,PECES,5
PRASANA500,AQUASANA 500 ML(anti cloro-anti,PECES,2
PRCCAR1KG,CLAROCAR 1 KG.(super carbon),PECES,6
PRFVIVO3,"FONDOVIVO 2,5 KG.(fertilizante)",PECES,6
PRMF150,MAGIC FILTER 150 (100-150 L.),PECES,27
PRNI500,NITRIDAC 500 ML.(bacterias),PECES,4
PRPAG500,ALGA CONTROL POND 500 ML.,PECES,18
PRPSC1KG,PONDSTICKS ESTANQUE COLOR 1 KG.,PECES,32
PRSP10GA,ESPONJA FILTRANTE GRUES 10x10X10,PECES,25
PRTAR250,TARTAFOOD GAMMARUS 31GR/250ML,PECES,35
RA3310425,ROLLO 25 M.TUB.GOTEO 16x33 NG,JARDINERIA - SEMILLAS,1
RA3560050,TAPON FINAL TECHLINE 16 MA(10 U),JARDINERIA - SEMILLAS,3
REP355702,TUTOR ACERO PLASTICO 60CMx8 MM.,JARDINERIA - SEMILLAS,7
REP364659,"MALLA ANTIHIERBA MARRON 1,5x10MM",JARDINERIA - SEMILLAS,1
S0002,GARBANZO DE BRUNETE 1 kg.,CEREAL,70
S097335,FRESAS DEL BOSQUE,JARDINERIA - SEMILLAS,5
S653716,LECHUGA CUATRO ESTACIONES BOLS,JARDINERIA - SEMILLAS,4
S720911,HORMONAS ENRAIZANTES SOBRE 20 GR,JARDINERIA - SEMILLAS,4
SA20160WMC,& BANDEJA GIZMO MOKA C/ARO,,14
SA20300000,"& COMEDERO PLASTIC DELICE 0,2L",,16
SA20320000,& COMEDERO PLASTICO DELICE 0.6L,,9
SA33510000,BOLSA ASEO GRANDE 12 uni(46x40),,12
TX680503,CAPA PARIS ROSA T-S 36 CM.,ARTICULOS VP,1
USTV1001,TRAMPA CAMPANA 5 Udes.NOCTURNA,JARDINERIA - SEMILLAS,18
V011811RM,IMPERMEABLE C/ARNES ROJO T-M,ARTICULOS VP,4
V01VAD50164,*** RASTRILLO QUITAPELO 76 mm,NOBBY,22
V01VAD50216,NIDO EXOTICOS 7x11 CM.,NOBBY,51
V01VAD67362,*** DISPENSADOR BOLSITAS HUESO,NOBBY,7
V01VAD67758,*** JERSEY LANA GRIS IMPERM 36,NOBBY,1
V01VAD68242,*** MOCHILA FRONTAL PAROS,NOBBY,2
V01VAD72490,*** MORDEDOR 2 NUDOS 180gr 32c,NOBBY,5
V01VAD72614,& CARDA DOBLE MADERA,NOBBY,35
V01VAD72653,"& SILBATO DE ULTRA SONIDO 5,5 cm",NOBBY,0
V01VAD73159-64,CORREA CLASSIC NYLON FRAM T-S,NOBBY,9
V01VAD74700-40,*** COLLAR CLASS NYLON MENTA XXS,NOBBY,14
V01VAD74704-63,COLLAR CLASSIC NYLON CORAL TL-XL,NOBBY,4
V01VAD75355,& RECAMBIO SLIP XS/S 10 Udes.,NOBBY,27
V01VAD78510-34,COLLAR SUAVE AGARRE TURQU T-XS-S,NOBBY,10
V01VAD78511-77,*** COLLAR SUAVE AGARRE FUCS S-M,NOBBY,5
V01VAD78513-01,& COLLAR SUAVE ROJO T-L-XL,NOBBY,14
V01VAD78521-06,ARNES SUAVE AGARRE AZUL T-M-L,NOBBY,18
V01VAD78522-01,& ARNES SUAVE AGARRE RO T-L-XL,NOBBY,20
V01VAD78564,CINTURON DE CADERA+CORREA EXPERT,NOBBY,17
V01VAD80523-01,COLLAR NEOPRENO CLASSIC M-L ROJO,NOBBY,12
V01VAD80524-01,COLLAR NEOPRENO CLASSIC L-XL ROJ,NOBBY,9
/16,,,0
/62,,,0
012540665,en CAMPERPUESTA GRANULO  10 KG,PIENSOS GANADERIA,0
12105SJ2B,"ZEN DOG STRONG JOINT  2,5 K(20,9",DAPAC SUPER PREMIUM ZEN,36
121DAT23PB1A,ZEN POUCHES PESCADO 12x100 GR.,DAPAC SUPER PREMIUM ZEN,4
121Z3832,ZEN PATE JABALI&PAVO 400 GR(12),DAPAC SUPER PREMIUM ZEN,99
122DAJ03AM2B,"LOW ZEN MEDIUM ADULT 2,5 K ""18,9",DAPAC SUPER PREMIUM LOW ZEN,30
122DAJ04AL12,"LOW ZEN LARGE ADULTO 12 KG""52,90",DAPAC SUPER PREMIUM LOW ZEN,69
122DAK72NL2B,"LOW ZEN MINI LIGHT 2,5 K (19,90)",DAPAC SUPER PREMIUM LOW ZEN,32
1233198039C,CUBO Y TAPA PLASTICO FRESH MEDIT,,11
12912254219,GOURM GOLD TERRI SALMON 85G (24),NESTLE,22
A1810010909,BOZAL CESTA PLASTI.N§ .9 NEGRO,ARPPE,3
AG10000184,AGV DAPAC PERDICES MANTEMTO 25KG,AGROVECO,13
AG10000186,AGV DAPAC PERDICES REPRODUCT 25K,AGROVECO,4
AG50300033,AGV CADEBLOQ SAL COLORSAL 10 kg,AGROVECO,47
AG50300231,AGV EQUUS LINE EQUIPROTECT 10 kg,AGROVECO,38
FOP25740020,CUNA DE PLASTICO 5 110 CM.GRIS,ACCESORIOS DAPAC,0
FOP55180070,TRANSPORTIN PECES C/TAPA 8L.,ACCESORIOS DAPAC,30
M47008120,CANINE CARDIAC 2KG (h/d),MONGE,6
M47008165,"FELINE RENAL 1,5 KG (k/d)",MONGE,9
MC03400170, RAMAL NYLON SAFARI ROSA T-XS,ARTICULOS VP,1
MC08600430, PETRAL NYLON LEOPARDO 1 T-L,ARTICULOS VP,1
P1120200050,INVERNADOR GENERICO 5 L.,TAMAR PISCINAS,0
PA101,PASTOR NEON EC-9 Voltios,CABALLOS ACCESORIOS,1
PA477,BOBINA CINTA PASTOR 40 mm.,CABALLOS ACCESORIOS,3
PRCIBO1,HOLIDAY FOOD 1 TABLET(vacaciones,PECES,5
PRCICS250,enc CICHILD STICKS 90 GR./ 250ML,PECES,0
PRRETE4,"MALLA VERDE 4"" CM. 10x8",PECES,21
PRTFE.2,PRODACTEST Fe,PECES,7
PRTROP1KG,enc CUBO TROPICAL FISH FLAKES 1K,PECES,0
RA1568000,HERRAMIENTA RAIN BIRD XM-TOOL,JARDINERIA - SEMILLAS,5
REP100178,CARRETILLA PLASTI.LLANTA IMPINCH,JARDINERIA - SEMILLAS,2
REP10553,AZADA JARDIN C/MANGO 135 CM.,JARDINERIA - SEMILLAS,2
REP15389,FLEXOME. CONTRA IMPACTO 8M25MM,JARDINERIA - SEMILLAS,1
REP259245,TIJERA CORTASETOS BAHCO P 59 25,JARDINERIA - SEMILLAS,2
S015950,TOMATE TRES CANTOS GIGANTE ROSA,JARDINERIA - SEMILLAS,3
S020339G250,HABA LUNA DE AGOSTO 250 GR.,JARDINERIA - SEMILLAS,9
S710620,FERTILIZANTE PLANTAS ACIDA(s.5L),JARDINERIA - SEMILLAS,4
S730001,INSECTICIDA POLIVALENTE 750 ML.,JARDINERIA - SEMILLAS,4
SA20160WTB,& BANDEJA GIZMO AZUL C/ARO,,13
T1-30569,ACEITE MINERAL INSECTICID.500 ML,JARDINERIA - SEMILLAS,1
T1-70638,SPRAY JABON POTASICO 1L. Insecti,JARDINERIA - SEMILLAS,8
TX19408,ANDADOR NEGRO T-L-XL,ARTICULOS VP,1
TX67824,SUDADERA ROCKVILLE AZUL T-S 36C,ARTICULOS VP,1
TX67972,IMPERMEABLE VIMY T-XS 30 CM.,ARTICULOS VP,1
V0117013NVNE5XL,Enc.ABRIGO NEGRO ACOLCH T-5XL 76,ARTICULOS VP,0
V01A25A,PAJARERA ALGECIRAS 60x60x167,PAJAROS,0
V01VAD25024,"*** PERCHA CALCIO 16,5 CM.",NOBBY,6
V01VAD69063,*** JUGUETE LATEX CERDI ROSA SON,NOBBY,10
V01VAD72632,"& CARDA METALICA T-M  4,5x8",NOBBY,58
V01VAD72821,*** COMEDERO COCKER ACERO INOX.,NOBBY,31
V01VAD73159-63,CORREA CLASSIC NYLON CORAL T-S,NOBBY,13
V01VAD73161-64,CORREA CLASSIC NYLON FRAM T-M-L,NOBBY,10
V01VAD73831,COMEDERO FUSION COBRE 20 c,NOBBY,9
V01VAD74704-32,COLLAR CLASSIC NYLON CELES T-XL,NOBBY,12
V01VAD75353,& SLIP ECONOMICO N§5 T-2XL,NOBBY,18
V01VAD76324,ALFOMBRILLA ANTIDESLIZ. GATOS,NOBBY,5
V01VAD78060-01,*** ARNES+CORREA CONEJO ROJO,NOBBY,1
V01VAD78072,*** COLLAR DE GATO LEOPARDO,NOBBY,4
V01VAD78510-01,& COLLAR SUAVE AGARRE ROJ T-XS-S,NOBBY,19
V01VAD78512-77,COLLAR SUAVE FUCSIA T-M-L,NOBBY,6
V01VAD78514-77,CORREA SUAVE AGARRE FUCSIA T-S,NOBBY,15
V01VAD78565,& CORREA SEGURIDAD COCHE Y PASEO,NOBBY,4
V01VAD78572-01,ACOPLE NYLON 2 PERROS ROJO 45 CM,NOBBY,7
V01VAD79100-63,*** CORREA NYLON MULTIPO CORAL,NOBBY,1
V01VAD79100-64,*** CORREA NYLON MULTIPOS FRAMB,NOBBY,6
V01VAD80526-01,CORREA NEOPRENO ROJO M-L,NOBBY,16
V01VAD80532-05,ARNES NEOPRENO CLASSIC M-L NEGRO,NOBBY,23
V01VAD80532-06,ARNES NEOPRENO CLASSIC M-L AZUL,NOBBY,17
V01VAD80533-04,ARNES NEOPRENO CLASSIC T-L NARAN,NOBBY,10
V01VAD80534-06,ARNES NEOPRENO CLASSIC T-XL AZUL,NOBBY,22
V01VAD80625-32,ARNES MESH REFLEC. CELESTE T-S,NOBBY,33
V01VAD80647,*** COLLAR NYLON MINI HUELLA,NOBBY,3
V01VAD80664-05,*** ARNES NEOPRENO MINI NEGRO,NOBBY,4
V01VAD80664-23,*** ARNES NEOPRENO MINI MARRON,NOBBY,13
V01VAD80702-06,COLLAR NYLON CORDA T-M AZUL,NOBBY,9
V01VAD80706-06,CORREA NYLON CORDA AZUL 100x12,NOBBY,22
V01VAD88754-04,ARNES MESH NEGRO/NARANJA T-M,NOBBY,12
V01VAD88765,*** COLLAR GATO ROSA,NOBBY,1
V01Y1811-AM-3XL,IMPERMEABLE C/ARNES AMARIL T-3XL,ARTICULOS VP,1
V021687,STOPPER ZEN GATO,ARTICULOS VP,100
V02252612,DOG ONE BOCADITOS BUEY LATA 1230,DAPAC HUMEDO LATAS-SALCHICHA,32
V027003025,DISPLAY SNACKS ANC JAMON 70 GR.,DAPAC PREMIUM SNACK,29
V02729377-TIENDA,SNACKS EASY BARRITAS TERNERA,DAPAC PREMIUM SNACK,0
/15,,,0
0601104-25,NANTACOR CEBO INTENSIVO 25 KG.,PIENSOS GANADERIA,5
0708604,PAVO COMPLETE 20 KG.,ALIMENTO - CABALLOS,16
120CAT2827,"ONE CAT 1 TRADITION 3,5 KG.",DAPAC PREMIUM ONE CAT/DOG,115
120DOG5019,"DOG SUM SUM PORK 3,5 KG.",DAPAC PREMIUM SUMUM,12
121DAT21PC1A-TIE,ZEN POUCHES PAVO 100 GR.,DAPAC SUPER PREMIUM ZEN,0
122DAJ01PL12,"LOW ZEN PUPPY MEDI-LAR 12 K""49,9",DAPAC SUPER PREMIUM LOW ZEN,75
122DAJ01PL2B,"LOW ZEN PUPPY MED-LAR 2,5 19,90",DAPAC SUPER PREMIUM LOW ZEN,56
122DAK72NL08,"LOW ZEN MINI LIGHT 8 KG ""43,90""",DAPAC SUPER PREMIUM LOW ZEN,20
123DAC32KP06,"FRESH CAT KITTEN MEDIT 6 KG 26,9",DAPAC PREMIUM FRESH,51
1250GDCSB20,DAPAC GATOS COMPLET SB 20 KG,DAPAC ECONOMICOS VISAN,88
125DAM15PU03,""" NEW "" ANC PUPPY 3 KG.""10,90""",DAPAC PREMIUM ANC NEW,12
125DAM91X15,""" NEW "" ANC SALMON 15 KG (34,90",DAPAC PREMIUM ANC NEW,85
125PDDD20,DAPAC DIARY 20 KG.,DAPAC ECONOMICOS VISAN,307
12912146858-TIEN,GOURM GOLD MOUSSE SALMON 85 (1),NESTLE,24
12912348459-TIEN,GOURM GOLD FONDANT ATUN 85G (1),NESTLE,0
12912533062,GOURMET DELICIAS PESCADO 85 (24),NESTLE,15
A1810010809,BOZAL CESTA PLASTI.N§ .8 NEGRO,ARPPE,12
DOG0210,CUNA PREMIUM PANA HUESO 55 CM.,PERIS TEXTIL,8
DOG0292,COLCHON COMPACTO BEIGE 80x60 CM.,PERIS TEXTIL,24
FOP25720040,CUNA DE PLASTICO 3 80 CM AZUL OS,ACCESORIOS DAPAC,2
FOP25730040,CUNA DE PLASTICO 4 95CM AZUL OSC,ACCESORIOS DAPAC,4
FOP55510070,& TORTUGUERA CRETA 42x33x14,ACCESORIOS DAPAC,19
M47008108,"CANINE GASTROIN.PUPPY 1,5KG(i/d)",MONGE,5
MC08400310, COLLAR NYLON TIGRE BLCO T-M,ARTICULOS VP,2
MC08400410, COLLAR NYLON TIGRE BLCO T-L,ARTICULOS VP,1
P1150440000,TAMAR CLORADOR MEDIANO T200 G,TAMAR PISCINAS,7
P1205010050,"TAMAR CLORO CHOQUE  ""CLS""5 KG.",TAMAR PISCINAS,33
P1205106050,TAMAR CLORO BLUE 10 ACCIONES 5KG,TAMAR PISCINAS,25
P1220161050,TAMAR ALGICIDA LARGA DURACION 5L,TAMAR PISCINAS,21
PA116,PASTOR TRIUNFO R-10 SOLAR,CABALLOS ACCESORIOS,1
PA177,PASTOR ZAR-45 mixto 12V-220V.,CABALLOS ACCESORIOS,0
PRAW250,ALGAE WAFER 125 GR.(peces fondo),PECES,21
PRBF100,BETTA FOOD 40 GR.,PECES,46
PRPSC7.5KG,"PONDSTICK ESTANQUE COLOR 5+2,5kg",PECES,11
PRQ12,"ARENA QUARZO BLANCO 2,5K 3/6MM",PECES,48
PRQ14,"ARENA FINA MARRON 2,5 KG.",PECES,48
PRSACPR17,BOLSA TRANSPORTE PECES PEQ-10uni,PECES,254
PRTR05S,enc TERMOMETRO ACUARIO PRECISE,PECES,0
PRZE700,Materia ZEOLITE 700 G(filtrante),PECES,2
RA1568525,GOTERO R/B 2 L/H AZUL (10 Udes),JARDINERIA - SEMILLAS,16
RA220000514,"TECHILINE VALVULA LR 16x1/2"" NEG",JARDINERIA - SEMILLAS,3
REP17202,PALA CUADRADA PU¥O 25x51 CM.,JARDINERIA - SEMILLAS,2
S097339,RUCULA,JARDINERIA - SEMILLAS,4
S730082,ANTI COCHINILLAS (sobre para 5L),JARDINERIA - SEMILLAS,12
S730183,INSECTICIDA ANTI ORUGAS CAJA 30M,JARDINERIA - SEMILLAS,1
SA20330000,"& COMEDERO PLASTICO DELICE 1,2L",,8
SA52241100,JAULA CONEJO NEGRA 100x50x43 CM.,ROEDOR,4
V011802R3XL+,ABRIGO NEOPRENO ROJ/NE T-3XL+61C,ARTICULOS VP,3
V011811RS,IMPERMEABLE C/ARNES ROJO T-S,ARTICULOS VP,2
V01VAD31716,*** JUGUETE ROE/PAJAR CASA COCO,NOBBY,2
V01VAD31720,*** JUGUETE PAJAR MADERA ALGODON,NOBBY,2
V01VAD60467,JUGUETE DENTAL PELOTA BASKET 5CM,NOBBY,65
V01VAD73159-05,*** CORREA CLASSIC NYLON NEGRA S,NOBBY,2
V01VAD73159-42,*** CORREA CLASSIC NYLON MARE S,NOBBY,0
V01VAD73166-64,*** ARNES CLASS NYLON FRAMB S-M,NOBBY,15
V01VAD73250-01,CORREA NYLON RASTREO ROJO 5 M.,NOBBY,0
V01VAD73252-05,CORREA NYLON RASTREO NEGRO 10 M.,NOBBY,8
V01VAD73403,& PESA DE MADERA 650 GR. APPOR,NOBBY,8
V01VAD73834,*** COMEDERO FUSION GRANATE 20,NOBBY,7
V01VAD74700-01,*** COLLAR CLASSIC NYLON ROJ XXS,NOBBY,5
V01VAD74700-06,*** COLLAR CLASSI NYLON AZUL XXS,NOBBY,17
V01VAD75321,& ARNES SEGURIDAD + CORREA S,NOBBY,47
V01VAD75343,& SLIP ECONOMICO N§0 T-XS,NOBBY,7
V01VAD75745,BOTA NEOPRENO T-S (2 unidades),NOBBY,31
V01VAD78230,*** COLLAR LUZ LED FLEXIBLE T-S,NOBBY,1
V01VAD78508-01,& CORREA SUAVE AGARRE ROJO T-XS,NOBBY,18
V01VAD78520-06,ARNES SUAVE AGARRE AZUL T-S-M,NOBBY,34
V01VAD78520-34,ARNES SUAVE AGARRE TURQUES T-S-M,NOBBY,5
V01VAD78521-34,ARNES SUAVE AGARRE TURQUES T-M-L,NOBBY,7
V01VAD80520-32,*** COLLAR NEOPRENO XS CELESTE,NOBBY,1
V01VAD80526-64,CORREA NEOPRENO FRAMBUE M-L,NOBBY,12
V01VAD80531-06,ARNES NEOPRENO CLASSIC S-M AZUL,NOBBY,18
V01VAD80532-64,ARNES NEOPRENO CLASSIC M-L FRAMB,NOBBY,20
V01VAD80533-06,ARNES NEOPRENO CLASSIC T-L AZUL,NOBBY,9
V01VAD80623-06,ARNES MESH REFLEC. AZUL T- XXS,NOBBY,13
V01VAD80624-24,ARNES MESH REFLEC. AMARILLO T-XS,NOBBY,8
V01VAD80625-06,ARNES MESH REFLEC. AZUL T-S,NOBBY,35
V01VAD80627-24,ARNES MESH REFLEC. AMARILLO T-L,NOBBY,1
V01VAD80627-64,ARNES REFLECTANTE FRAMBUES T-L,NOBBY,2
V01VAD80708-01,CORREA NYLON CORDA MULTI ROJ/GR,NOBBY,27
V01VAD80709-01,CORREA NYLON CORDA MULTI ROJ/GRI,NOBBY,33
V01VAD80709-06,CORREA NYLON CORDA MULTI AZUL,NOBBY,35
/2,,ARTICULOS VP,0
/85,,,0
07012938515,ENC. PAVO FIBREBEET 15 KG.,ALIMENTO - CABALLOS,0
0708605,PAVO CONDITION 20 KG.,ALIMENTO - CABALLOS,0
120DOG5316,"DOG SUM SUM PORK 14 KG. 34,90",DAPAC PREMIUM SUMUM,168
12102MN2B,"ZEN DOG MINI CHICKEN 2,5 KG(20,9",DAPAC SUPER PREMIUM ZEN,47
121DAT20PG1A,ZEN POUCHES POLLO 12x100 GR.,DAPAC SUPER PREMIUM ZEN,2
12279143,VASOS MEDIDORES ZEN LOW GRAIN,,71
122DAJ00PN2B,"LOW ZEN MINI PUPPY 2,5 KG.""19,90",DAPAC SUPER PREMIUM LOW ZEN,31
122DAJ03AM12,"LOW ZEN MEDIUM ADULT 12 K ""52.90",DAPAC SUPER PREMIUM LOW ZEN,87
122DAJ07AS2B,"LOW ZEN ADUL SALMON 2,5 K""19,90""",DAPAC SUPER PREMIUM LOW ZEN,48
123DAC70SP02C,"FRESH CAT STERILI MEDIT 2K""12,90",DAPAC PREMIUM FRESH,60
12912126337-TIEN,GOURM GOLD BOCAD POL/HI 85 (1),NESTLE,0
12912480186,FELIX FANTAS SEL VERDU 12*4*85,NESTLE,9
90199,SACO AVENA BLANCA 20Kg,CEREAL,101
90700023,GUIDOLIN MULTY HORSE 25 kg,ALIMENTO - CABALLOS,99
A2258030717,CORREA NYLON REDONDO 16x75 ROJO,ARPPE,0
A2258031193,CORREA NYLON REDONDO 16x110 NEGR,ARPPE,4
AG10000168,AGV DAPAC PONEDORAS HARINA 25KG.,AGROVECO,101
DOG0280,CAMA PINCEL BEIGE 45 CM.,PERIS TEXTIL,10
DOG0293,COLCHON COMPACTO BEIGE 100x70 CM,PERIS TEXTIL,14
FOP25710088,CUNA DE PLASTICO 2 64 CM.MOCA,ACCESORIOS DAPAC,4
M47001451,CANINE GASTROINTEST.150 GR(i/d),MONGE,6
M47001460,Enc FELINE DERMATOSIS 100 GR z/d,MONGE,0
M47008118,CANINE HEPATIC 12KG(l/d),MONGE,3
M47008151,"FELINE GASTROINTEST 1,5 KG (i/d)",MONGE,9
M47008205-TIENDA,CANINE HYPOALER.CORDER 400G(1 U,MONGE,0
MC05100430, PETRAL NYLON GAUDI TRICO T-L,ARTICULOS VP,1
PRAIR150,BOMBA DE AIRE PROFESIONAL 150 W.,PECES,6
PRBC002,"BIOCLARO 16x25x6,5 (2 esponjas)",PECES,28
PRCIC1200,en CICHLID STICKS 450GR(ciclidos,PECES,0
PRFIL500,FILTERWATTE 500 GR(perlon en zig,PECES,25
PRRETE5,"MALLA VERDE 5"" CM. 12,5x10",PECES,12
PRTARSP250,TARTAFOOD TORTUGA SMALL 75G/250M,PECES,12
PRTARVEG250,TORTUG TARVEGETAL 60 GR./ 250 ML,PECES,84
REP15127,DESHIERBADOR 146 MM. MANGO MADER,JARDINERIA - SEMILLAS,3
REP17080,MANGUERA PARA ALTA PRESION 10 MT,JARDINERIA - SEMILLAS,1
REP255549,CONECTOR RAPIDO 19 MM.,JARDINERIA - SEMILLAS,1
REP44662,"MALLA ACERO GALVANIADO 50mm 1,50",JARDINERIA - SEMILLAS,2
S010101,ACELGA AMARILLA LYON 3 S.,JARDINERIA - SEMILLAS,2
S654901,PUERRO GRUESO DE CARENTAN 3 BOLS,JARDINERIA - SEMILLAS,6
S730120,FUNGICIDA CESPED CONCENTR.100 GR,JARDINERIA - SEMILLAS,1
SA20340000,"& COMEDERO PLAS DELIC DOBLE 0,2",,8
TX67821,SUDADERA ROCKVILLE AZUL T-XS 27C,ARTICULOS VP,1
TX67973,IMPERMEABLE VIMY T-S 40 CM.,ARTICULOS VP,1
V011802NEXL,ABRIGO NEOPRENO NEG/RO T-XL 46CM,ARTICULOS VP,0
V011802R2XL,ABRIGO NEOPRENO ROJ/NE T-2XL 51C,ARTICULOS VP,2
V011802RL,ABRIGO NEOPRENO ROJ/NE T-L 41CM.,ARTICULOS VP,1
V011802RS,ABRIGO NEOPRENO ROJ/NE T-S 30CM.,ARTICULOS VP,0
V011811AZ2XL,IMPERMEABLE C/ARNES AZUL T-2XL,ARTICULOS VP,4
V011811AZL,IMPERMEABLE C/ARNES AZUL T-L,ARTICULOS VP,2
V011811AZS,IMPERMEABLE C/ARNES AZUL T-S,ARTICULOS VP,5
V01VAD28674,*** DECORACION ACUARIO NAUFRAGIO,NOBBY,1
V01VAD72469, PESA DE MADERA 650 GR.,NOBBY,2
V01VAD73161-63,CORREA CLASSIC NYLON CORAL T-M-L,NOBBY,11
V01VAD73166-32,ARNES CLASSIC NYLON TURQ T-S/M,NOBBY,20
V01VAD74701-42,*** COLLAR CLASS NYLON MARE XS-S,NOBBY,3
V01VAD78039-01,*** COLLAR GATO ELASTICO ROJO,NOBBY,6
V01VAD78060-05,*** ARNES+CORREA CONEJO NEGRO,NOBBY,17
V01VAD78223,LED CLIP SEGURIDAD MEDIUM,NOBBY,122
V01VAD78315, CHALECO PERRO REFLECTANTE T-M,NOBBY,1
V01VAD78508-06,CORREA SUAVE AGARRE AZUL T-XS,NOBBY,8
V01VAD79258-01,& RAMAL AHOGO REDONDO NYL 9 ROJO,NOBBY,11
V01VAD79258-05,& RAMAL AHOGO REDONDO NYL 9 NEGR,NOBBY,11
V01VAD80404-32,*** ARNES NYLON CAMU XS-S AZU,NOBBY,3
V01VAD80524-05,COLLAR NEOPRENO CLASSIC L-XL NEG,NOBBY,17
V01VAD80526-04,CORREA NEOPRENO NARANJA M-L,NOBBY,14
V01VAD80625-04,ARNES MESH REFLEC. NARANJA T-S,NOBBY,8
V01VAD80626-06,ARNES MESH REFLEC. AZUL T-M,NOBBY,16
V01VAD80703-05,*** COLLAR CORDA T-M/L NEG/GRI,NOBBY,1
V01VAD80706-01,CORREA NYLON CORDA ROJ/GR 100x12,NOBBY,21
V01VAD80708-06,CORREA NYLON CORDA MULTI AZUL,NOBBY,33
V01VAD80709-05,CORREA NYLON CORDA MULTI NEG/GRI,NOBBY,43
V01VAD88755-01,ARNES MESH NEGRO/ROJO T-L,NOBBY,10
V021003890-TIEND,SALCHICHA SAUDO BUE-HIGA 1K(1 un,DAPAC HUMEDO LATAS-SALCHICHA,0
V02254166,EMUFLOR SUBSTRATO UNIVERSAL 50 L,JARDINERIA - SEMILLAS,325
V024586,DAPAC STICKS PERIQUITO FRUTA 60g,DAPAC PREMIUM SHAMBI,123
V02729568,DISPLAY BOLSAS POO RECICLA 63x15,ARTICULOS VP,15
V02ANK1001,COMEDERO INOX.ANTID. SILIC 11C,ARTICULOS VP,46
V02ANK1008,COMEDERO INOX.ANTIDE.C/RAYAS 16C,ARTICULOS VP,19
V02ANK1042,COMEDERO DOBLE CON PATAS 13 CM,ARTICULOS VP,102
V02D745071,SHAMBI LOROS 15 KG.,DAPAC PREMIUM SHAMBI,13
V02DMDT1820-2,DM ATOMO NEGRO&NARANJA,JUGUETES DAPAC,14
V02DMESC06XL,JUGUETE EXTRA STRONG CHEWERS XL,ARTICULOS VP,11
V45BBX25003,Collar Nylon Marron 10mm 20/30 c,BUBIMEX,15
V45BBX25303,Collar Nylon Marron 25mm 45/65 c,BUBIMEX,15
V45BBX25803,Arn‚s Nylon Marron  25 mm 75/120,BUBIMEX,15
V45BBX26003,Correa Nylon Marron  15 mm 120 c,BUBIMEX,15
V45BBX26202,Correa Nylon Verde 25 mm 100 cm,BUBIMEX,15
V45BBX2639,CORREA ANIMAL PRINT T-L AZUL,BUBIMEX,15
V45BBX26400,Correa Nylon Rojo  3 positions 1,BUBIMEX,14
